text_clean,label,text
i will reach office around ltdecimalgt amp my mobile have problem you cannt get my voice so call you asa ill free,0,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
waaaat lololo ok next time then,0,Waaaat?? Lololo ok next time then!
i dun believe u i thk u told him,0,I dun believe u. I thk u told him.
forgot you were working today wanna chat but things are ok so drop me a text when youre free bored etc and ill ring hope all is well nose essay and all xx,0,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
well thats nice too bad i cant eat it,0,Well thats nice. Too bad i cant eat it
and miss vday the parachute and double coins u must not know me very well,0,And miss vday the parachute and double coins??? U must not know me very well...
yes i have so thats why u texted pshewmissing you so much,0,Yes i have. So that's why u texted. Pshew...missing you so much
hostbased idps for linux systems,0,Host-based IDPS for linux systems.
we tried to contact you re your reply to our offer of a video phone anytime any network mins half price line rental camcorder reply or call,1,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
no thank you youve been wonderful,0,No. Thank you. You've been wonderful
k ill head out in a few mins see you there,0,"K I'll head out in a few mins, see you there"
hottest pics straight to your phone see me getting wet and wanting just for you xx text pics to now txt costs p textoperator gga xxx,1,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX"
cancel cheyyamoand get some money back,0,Cancel cheyyamo?and get some money back?
aiyar hard type u later free then tell me then i call n scold n tell u,0,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
hey do u fancy meetin me at at cha hav a lil beverage on me if not txt or ring me and we can meet up lr quite tired got in at vpist love pete x x x,0,Hey! do u fancy meetin me at 4 at cha Â hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x
to the wonderful okors have a great month we cherish you guys and wish you well each day mojibiola,0,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
alright if youre sure let me know when youre leaving,0,"Alright if you're sure, let me know when you're leaving"
havent planning to buy later i check already lido only got show in e afternoon u finish work already,0,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
alright ill make sure the car is back tonight,0,"alright, I'll make sure the car is back tonight"
lol or i could just starve and lose a pound by the end of the day,0,Lol or I could just starve and lose a pound by the end of the day.
in case you wake up wondering where i am i forgot i have to take care of something for grandma today should be done before the parade,0,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
thats alrite girl u know gail is neva wrongtake care sweet and dont worryc u ltr hunlove yaxxx,0,"THATÂS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONÂT WORRY.C U L8TR HUN!LOVE Yaxxx"
im always on yahoo messenger now just send the message to me and ill get it you may have to send it in the mobile mode sha but ill get it and will reply,0,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
bot notes oredi cos i juz rem i got,0,Ã bot notes oredi... Cos i juz rem i got...
sat right okay thanks,0,Sat right? Okay thanks... 
urgent your mobile no xxxxxxxxx won a bonus caller prize on this is the nd attempt to reach you call asap boxnqp ppm,1,"URGENT! Your mobile No 07xxxxxxxxx won a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
urgent ur awarded a complimentary trip to eurodisinc trav acoentry or to claim txt dis to morefrmmob shracomorsglsuplt ls aj,1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or Â£1000. To claim txt DIS to 87121 18+6*Â£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
do you want anytime any network mins text and a new video phone for only five pounds per week call or reply for delivery tomorrow,1,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
sorry ill call later in meeting,0,"Sorry, I'll call later In meeting."
free tones hope you enjoyed your new content text stop to to unsubscribe helpp provided by tonesyoucouk,1,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
doc prescribed me morphine cause the other pain meds arent enough waiting for my mom to bring it that med should kick in fast so im gonna try to be on later,0,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later
then dun wear jeans lor,0,Then dun wear jeans lor...
im going lunch now wif my family then aft dat i go str orchard lor,0,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
not much no fights it was a good nite,0,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
meet after lunch la,0,Meet after lunch la...
mro i am not coming to gym machan goodnight,0,2mro i am not coming to gym machan. Goodnight.
do u noe how send files between computers,0,Do u noe how 2 send files between 2 computers?
hi darlin i hope you had a nice night i wish i had come cant wait to see you love fran ps i want dirty anal sex and i want a man gang bang,0,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
i was gonna ask you lol but i think its at,0,I was gonna ask you lol but i think its at 7
i love ya too but try and budget your money better babe gary would freak on me if he knew,0,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
lol oh you got a friend for the dog,0,"Lol, oh you got a friend for the dog ?"
he is world famamus,0,He is world famamus....
not yet just id like to keep in touch and it will be the easiest way to do that from barcelona by the way how ru and how is the house,0,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
urgent your mobile number has been awarded with a prize guaranteed call from land line claim valid hrs only,1,URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
was thinking about chuckin ur red green n black trainners save carryin them bac on train,0,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
no but well do medical missions to nigeria,0,No. But we'll do medical missions to nigeria
hey can you tell me blakes address carlos wanted me to meet him there but i got lost and hes not answering his phone,0,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone"
ok u can take me shopping when u get paid d,0,Ok u can take me shopping when u get paid =D
oh god i am happy to see your message after days,0,Oh god i am happy to see your message after 3 days
can a not,0,Can a not?
easy mate guess the quick drink was bit ambitious,0,"Easy mate, * guess the quick drink was bit ambitious."
u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on,1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
days to euro kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to,1,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
all e best ur driving tmr,0,All e best 4 ur driving tmr :-)
none of thats happening til you get here though,0,None of that's happening til you get here though
what part of dont initiate dont you understand,0,"What part of ""don't initiate"" don't you understand"
ok,0,Ok
by monday next week give me the full gist,0,By monday next week. Give me the full gist
sorry dai was thought of calling you lot of timeslil busyi will call you at noon,0,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
infact happy new year how are you where are you when are we seeing,0,Infact happy new year. How are you where are you when are we seeing
